Opportunities.Decision Maker Identified,Opportunities.DaysToClose,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
false,104,(Blank),3250,0.013,Eric Gruber,2,
false,104,(Blank),3250,0.013,Alicia Thomber,5,"5,143,148"
false,104,(Blank),3250,0.013,Spencer Low,2,
false,104,(Blank),3250,0.032,Greg Winston,3,
false,104,(Blank),3250,0.035,Alan Steiner,3,
false,104,(Blank),3250,0.012,Anne Weiler,1,
false,104,(Blank),3250,0.012,Renee Lo,1,
false,104,(Blank),3250,0.003,Alicia Thomber,1,
false,104,(Blank),3500,0.033,Eric Gruber,3,
false,104,(Blank),3500,0.033,Alan Steiner,6,"6,113,119"
false,104,(Blank),3500,0.013,David So,1,
false,104,(Blank),3500,0.013,Eric Gruber,1,
false,104,(Blank),3500,0.013,Alicia Thomber,4,"4,248,252"
false,104,(Blank),3500,0.013,Spencer Low,2,
false,104,(Blank),3500,0.013,Julian Isla,4,"4,252,256"
false,104,(Blank),3500,0.032,Greg Winston,7,"7,51,58"
false,104,(Blank),3500,0.035,Alan Steiner,3,
false,104,(Blank),3500,0.012,Anne Weiler,1,
false,104,(Blank),3500,0.012,Greg Winston,1,
false,104,(Blank),3500,0.012,Renee Lo,2,
false,104,(Blank),3500,0.015,Renee Lo,1,
false,104,(Blank),3125,0.033,Eric Gruber,6,"6,119,125"
false,104,(Blank),3125,0.033,Alan Steiner,4,"4,256,260"
false,104,(Blank),3125,0.013,David So,3,
false,104,(Blank),3125,0.013,Alicia Thomber,3,
false,104,(Blank),3125,0.013,Spencer Low,3,
false,104,(Blank),3125,0.013,Julian Isla,2,
false,104,(Blank),3125,0.032,Greg Winston,3,
false,104,(Blank),3125,0.035,Alan Steiner,4,"4,260,264"
false,104,(Blank),3125,0.012,Anne Weiler,1,
false,104,(Blank),3125,0.012,Sanjay Shah,1,
false,104,(Blank),3125,0.015,Renee Lo,1,
false,104,(Blank),3375,0.033,Eric Gruber,3,
false,104,(Blank),3375,0.033,Alan Steiner,4,"4,264,268"
false,104,(Blank),3375,0.013,David So,1,
false,104,(Blank),3375,0.013,Eric Gruber,1,
false,104,(Blank),3375,0.013,Alicia Thomber,3,
false,104,(Blank),3375,0.013,Spencer Low,2,
false,104,(Blank),3375,0.013,Alan Steiner,1,
false,104,(Blank),3375,0.013,Julian Isla,5,"5,148,153"
false,104,(Blank),3375,0.032,Greg Winston,4,"4,268,272"
false,104,(Blank),3375,0.035,Alan Steiner,2,
false,104,(Blank),3375,0.012,Greg Winston,1,
false,104,(Blank),3375,0.012,Renee Lo,1,
false,104,(Blank),3375,0.015,Renee Lo,1,
false,104,(Blank),3625,0.033,Eric Gruber,9,"9,0,9"
false,104,(Blank),3625,0.033,Alan Steiner,5,"5,153,158"
false,104,(Blank),3625,0.013,Eric Gruber,1,
false,104,(Blank),3625,0.013,Alicia Thomber,3,
false,104,(Blank),3625,0.013,Spencer Low,3,
false,104,(Blank),3625,0.013,Alan Steiner,1,
false,104,(Blank),3625,0.013,Julian Isla,2,
false,104,(Blank),3625,0.032,Greg Winston,4,"4,272,276"
false,104,(Blank),3625,0.035,Alan Steiner,5,"5,158,163"
false,104,(Blank),3625,0.012,Greg Winston,1,
false,104,(Blank),3625,0.012,Renee Lo,3,
false,104,(Blank),3625,0.015,Renee Lo,1,
false,104,(Blank),4125,0.033,Eric Gruber,4,"4,276,280"
false,104,(Blank),4125,0.033,Alan Steiner,1,
false,104,(Blank),4125,0.013,David So,1,
false,104,(Blank),4125,0.013,Eric Gruber,2,
false,104,(Blank),4125,0.013,Alicia Thomber,4,"4,280,284"
false,104,(Blank),4125,0.013,Julian Isla,1,
false,104,(Blank),4125,0.032,Greg Winston,2,
false,104,(Blank),4125,0.035,Alan Steiner,4,
false,104,(Blank),4125,0.012,Anne Weiler,1,
false,104,(Blank),4125,0.012,Renee Lo,1,
false,104,(Blank),3875,0.033,Eric Gruber,2,
false,104,(Blank),3875,0.033,Alan Steiner,3,
false,104,(Blank),3875,0.013,Alicia Thomber,1,
false,104,(Blank),3875,0.013,Spencer Low,2,
false,104,(Blank),3875,0.013,Julian Isla,4,
false,104,(Blank),3875,0.032,Greg Winston,4,
false,104,(Blank),3875,0.035,Alan Steiner,1,
false,104,(Blank),3875,0.012,Renee Lo,4,
false,104,(Blank),3875,0.015,Renee Lo,1,
false,104,(Blank),4250,0.033,Eric Gruber,4,
false,104,(Blank),4250,0.033,Alan Steiner,3,
false,104,(Blank),4250,0.013,David So,1,
false,104,(Blank),4250,0.013,Spencer Low,2,
false,104,(Blank),4250,0.032,Greg Winston,7,"7,58,65"
false,104,(Blank),4250,0.035,Alan Steiner,5,"5,163,168"
false,104,(Blank),4250,0.012,Anne Weiler,2,
false,104,(Blank),4250,0.012,Greg Winston,2,
false,104,(Blank),4250,0.012,Sanjay Shah,1,
false,104,(Blank),3750,0.033,Eric Gruber,7,"7,65,72"
false,104,(Blank),3750,0.033,Alan Steiner,1,
false,104,(Blank),3750,0.013,David So,1,
false,104,(Blank),3750,0.013,Alicia Thomber,3,
false,104,(Blank),3750,0.013,Spencer Low,1,
false,104,(Blank),3750,0.013,Julian Isla,5,"5,168,173"
false,104,(Blank),3750,0.032,Greg Winston,8,"8,27,35"
false,104,(Blank),3750,0.035,Alan Steiner,4,
false,104,(Blank),3750,0.012,Anne Weiler,1,
false,104,(Blank),3750,0.012,Greg Winston,1,
false,104,(Blank),4000,0.033,Eric Gruber,6,"6,125,131"
false,104,(Blank),4000,0.033,Alan Steiner,4,
false,104,(Blank),4000,0.013,Alicia Thomber,5,"5,173,178"
false,104,(Blank),4000,0.013,Spencer Low,1,
false,104,(Blank),4000,0.013,Julian Isla,2,
false,104,(Blank),4000,0.032,Greg Winston,5,"5,178,183"
false,104,(Blank),4000,0.035,Alan Steiner,3,
false,104,(Blank),4000,0.012,Anne Weiler,1,
false,104,(Blank),4000,0.012,Greg Winston,2,
false,104,(Blank),4000,0.012,Renee Lo,1,
false,104,(Blank),4000,0.012,Sanjay Shah,2,
false,104,(Blank),4500,0.033,Eric Gruber,7,"7,72,79"
false,104,(Blank),4500,0.033,Alan Steiner,1,
false,104,(Blank),4500,0.013,Alicia Thomber,3,
false,104,(Blank),4500,0.013,Spencer Low,1,
false,104,(Blank),4500,0.013,Julian Isla,2,
false,104,(Blank),4500,0.032,Greg Winston,5,"5,183,188"
false,104,(Blank),4500,0.035,Alan Steiner,2,
false,104,(Blank),4500,0.012,Greg Winston,1,
false,104,(Blank),4500,0.015,Renee Lo,1,
false,104,(Blank),4625,0.033,Eric Gruber,5,"5,188,193"
false,104,(Blank),4625,0.033,Alan Steiner,3,
false,104,(Blank),4625,0.013,Alicia Thomber,1,
false,104,(Blank),4625,0.013,Spencer Low,1,
false,104,(Blank),4625,0.013,Julian Isla,2,
false,104,(Blank),4625,0.032,Greg Winston,4,
false,104,(Blank),4625,0.035,Alan Steiner,4,
false,104,(Blank),4625,0.012,Anne Weiler,3,
false,104,(Blank),4625,0.012,Sanjay Shah,1,
false,104,(Blank),4750,0.033,Eric Gruber,5,"5,193,198"
false,104,(Blank),4750,0.033,Alan Steiner,3,
false,104,(Blank),4750,0.013,Eric Gruber,1,
false,104,(Blank),4750,0.013,Spencer Low,1,
false,104,(Blank),4750,0.013,Julian Isla,1,
false,104,(Blank),4750,0.032,Greg Winston,3,
false,104,(Blank),4750,0.035,Alan Steiner,7,"7,79,86"
false,104,(Blank),4750,0.012,Greg Winston,1,
false,104,(Blank),4750,0.015,Renee Lo,1,
false,104,(Blank),4875,0.033,Eric Gruber,2,
false,104,(Blank),4875,0.033,Alan Steiner,2,
false,104,(Blank),4875,0.013,Eric Gruber,1,
false,104,(Blank),4875,0.013,Alicia Thomber,4,
false,104,(Blank),4875,0.032,Greg Winston,9,"9,9,18"
false,104,(Blank),4875,0.035,Alan Steiner,4,
false,104,(Blank),4875,0.012,Anne Weiler,1,
false,104,(Blank),4875,0.012,Sanjay Shah,1,
false,104,(Blank),4375,0.033,Eric Gruber,4,
false,104,(Blank),4375,0.033,Alan Steiner,1,
false,104,(Blank),4375,0.013,David So,2,
false,104,(Blank),4375,0.013,Alicia Thomber,4,
false,104,(Blank),4375,0.013,Spencer Low,2,
false,104,(Blank),4375,0.013,Julian Isla,2,
false,104,(Blank),4375,0.032,Greg Winston,5,"5,198,203"
false,104,(Blank),4375,0.035,Alan Steiner,5,"5,203,208"
false,104,(Blank),4375,0.012,Anne Weiler,1,
false,104,(Blank),4375,0.012,Greg Winston,1,
false,104,(Blank),4375,0.012,Renee Lo,1,
false,104,(Blank),4375,0.015,Renee Lo,5,"5,208,213"
false,104,(Blank),1500,0.023,David So,4,
false,104,(Blank),1500,0.023,Jeff Hay,2,
false,104,(Blank),1500,0.022,Anne Weiler,1,
false,104,(Blank),1500,0.025,Anne Weiler,7,"7,86,93"
false,104,(Blank),1250,0.003,Molly Clark,1,
false,104,(Blank),1250,0.003,Spencer Low,1,
false,104,(Blank),1250,0.023,David So,8,"8,35,43"
false,104,(Blank),1250,0.022,Anne Weiler,1,
false,104,(Blank),1250,0.022,Greg Winston,2,
false,104,(Blank),1250,0.022,Sanjay Shah,1,
false,104,(Blank),1250,0.025,Anne Weiler,5,"5,213,218"
false,104,(Blank),1375,0.023,David So,7,"7,93,100"
false,104,(Blank),1375,0.023,Eric Gruber,1,
false,104,(Blank),1375,0.023,Jeff Hay,2,
false,104,(Blank),1375,0.025,Anne Weiler,9,"9,18,27"
false,104,(Blank),1625,0.023,David So,5,"5,218,223"
false,104,(Blank),1625,0.023,Jeff Hay,2,
false,104,(Blank),1625,0.022,Greg Winston,1,
false,104,(Blank),1625,0.025,Anne Weiler,2,
false,104,(Blank),1750,0.023,David So,4,
false,104,(Blank),1750,0.023,Eric Gruber,2,
false,104,(Blank),1750,0.023,Jeff Hay,1,
false,104,(Blank),1750,0.025,Alan Steiner,1,
false,104,(Blank),1750,0.025,Anne Weiler,6,"6,131,137"
false,104,(Blank),1750,0.021,Anne Weiler,1,
false,104,(Blank),3000,0.033,Eric Gruber,1,
false,104,(Blank),3000,0.013,David So,1,
false,104,(Blank),3000,0.013,Eric Gruber,2,
false,104,(Blank),3000,0.013,Alicia Thomber,1,
false,104,(Blank),3000,0.032,Greg Winston,1,
false,104,(Blank),3000,0.035,Alan Steiner,2,
false,104,(Blank),3000,0.012,Anne Weiler,1,
false,104,(Blank),3000,0.012,Sanjay Shah,2,
false,104,(Blank),3000,0.003,Alicia Thomber,1,
false,104,(Blank),2500,0.033,Eric Gruber,1,
false,104,(Blank),2500,0.013,Alicia Thomber,3,
false,104,(Blank),2500,0.013,Julian Isla,1,
false,104,(Blank),2500,0.032,Greg Winston,1,
false,104,(Blank),2500,0.012,Anne Weiler,1,
false,104,(Blank),2500,0.012,Renee Lo,1,
false,104,(Blank),2500,0.012,Sanjay Shah,1,
false,104,(Blank),2500,0.015,Renee Lo,2,
false,104,(Blank),2500,0.003,Molly Clark,1,
false,104,(Blank),2750,0.013,Alicia Thomber,3,
false,104,(Blank),2750,0.013,Spencer Low,3,
false,104,(Blank),2750,0.012,Greg Winston,1,
false,104,(Blank),2750,0.012,Sanjay Shah,1,
false,104,(Blank),2750,0.015,Renee Lo,2,
false,104,(Blank),2875,0.013,David So,1,
false,104,(Blank),2875,0.013,Alicia Thomber,1,
false,104,(Blank),2875,0.013,Spencer Low,1,
false,104,(Blank),2875,0.013,Alan Steiner,1,
false,104,(Blank),2875,0.032,Greg Winston,1,
false,104,(Blank),2875,0.012,Greg Winston,2,
false,104,(Blank),2875,0.012,Renee Lo,1,
false,104,(Blank),1000,0.033,Eric Gruber,1,
false,104,(Blank),1000,0.033,Alan Steiner,6,"6,137,143"
false,104,(Blank),1000,0.032,Greg Winston,1,
false,104,(Blank),1000,0.035,Alan Steiner,4,
false,104,(Blank),625,0.033,Eric Gruber,5,"5,223,228"
false,104,(Blank),625,0.033,Alan Steiner,5,"5,228,233"
false,104,(Blank),625,0.032,Greg Winston,1,
false,104,(Blank),625,0.035,Alan Steiner,2,
false,104,(Blank),1125,0.033,Eric Gruber,4,
false,104,(Blank),1125,0.033,Alan Steiner,4,
false,104,(Blank),1125,0.032,Greg Winston,4,
false,104,(Blank),1125,0.035,Alan Steiner,2,
false,104,(Blank),2625,0.013,Alicia Thomber,3,
false,104,(Blank),2625,0.013,Spencer Low,1,
false,104,(Blank),2625,0.035,Alan Steiner,2,
false,104,(Blank),2625,0.012,Anne Weiler,1,
false,104,(Blank),875,0.033,Eric Gruber,4,
false,104,(Blank),875,0.033,Alan Steiner,5,"5,233,238"
false,104,(Blank),875,0.032,Greg Winston,5,"5,238,243"
false,104,(Blank),875,0.035,Alan Steiner,2,
false,104,(Blank),750,0.033,Eric Gruber,2,
false,104,(Blank),750,0.032,Greg Winston,2,
false,104,(Blank),750,0.035,Alan Steiner,4,
false,104,(Blank),250,0.033,Eric Gruber,4,
false,104,(Blank),250,0.033,Alan Steiner,2,
false,104,(Blank),250,0.032,Greg Winston,3,
false,104,(Blank),375,0.033,Alan Steiner,2,
false,104,(Blank),375,0.032,Greg Winston,8,"8,43,51"
false,104,(Blank),375,0.035,Alan Steiner,3,
false,104,(Blank),500,0.033,Eric Gruber,3,
false,104,(Blank),500,0.033,Alan Steiner,2,
false,104,(Blank),500,0.032,Greg Winston,5,"5,243,248"
false,104,(Blank),500,0.035,Alan Steiner,1,
false,104,(Blank),125,0.033,Eric Gruber,7,"7,100,107"
false,104,(Blank),125,0.033,Alan Steiner,1,
false,104,(Blank),125,0.032,Greg Winston,2,
false,104,(Blank),125,0.035,Alan Steiner,3,
false,104,(Blank),1875,0.025,Anne Weiler,1,
false,104,(Blank),2375,0.003,David So,1,
false,104,(Blank),2250,0.003,Molly Clark,1,
false,104,(Blank),6125,0.033,Eric Gruber,4,
false,104,(Blank),5625,0.032,Greg Winston,1,
false,104,(Blank),5250,0.032,Greg Winston,1,
false,104,(Blank),5250,0.035,Alan Steiner,2,
false,104,(Blank),5750,0.033,Eric Gruber,2,
false,104,(Blank),5750,0.032,Greg Winston,1,
false,104,(Blank),6000,0.032,Greg Winston,1,
false,104,(Blank),6000,0.035,Alan Steiner,1,
false,104,(Blank),5000,0.033,Eric Gruber,2,
false,104,(Blank),5000,0.032,Greg Winston,4,
false,104,(Blank),5000,0.035,Alan Steiner,2,
false,104,(Blank),5125,0.033,Eric Gruber,1,
false,104,(Blank),5125,0.032,Greg Winston,3,
false,104,(Blank),5875,0.033,Eric Gruber,1,
false,104,(Blank),5875,0.035,Alan Steiner,1,
false,104,(Blank),5500,0.033,Alan Steiner,1,
false,104,(Blank),5500,0.032,Greg Winston,1,
false,104,Monthly Newsletter,3250,0.04,Alan Steiner,1,
false,104,Monthly Newsletter,3500,0.04,Alan Steiner,1,
false,104,Monthly Newsletter,3125,0.037,Greg Winston,2,
false,104,Monthly Newsletter,4125,0.038,Eric Gruber,1,
false,104,Monthly Newsletter,4125,0.038,Alan Steiner,2,
false,104,Monthly Newsletter,4250,0.038,Eric Gruber,1,
false,104,Monthly Newsletter,4250,0.038,Alan Steiner,1,
false,104,Monthly Newsletter,4250,0.04,Alan Steiner,1,
false,104,Monthly Newsletter,3750,0.04,Alan Steiner,1,
false,104,Monthly Newsletter,3750,0.037,Greg Winston,1,
false,104,Monthly Newsletter,3750,0.018,Julian Isla,2,
false,104,Monthly Newsletter,4000,0.038,Eric Gruber,1,
false,104,Monthly Newsletter,4500,0.038,Alan Steiner,1,
false,104,Monthly Newsletter,4500,0.04,Alan Steiner,1,
false,104,Monthly Newsletter,1500,0.028,David So,2,
false,104,Monthly Newsletter,1500,0.03,Anne Weiler,1,
false,104,Monthly Newsletter,1250,0.028,David So,3,
false,104,Monthly Newsletter,1250,0.028,Jeff Hay,1,
false,104,Monthly Newsletter,1250,0.03,Anne Weiler,1,
false,104,Monthly Newsletter,1375,0.028,David So,3,
false,104,Monthly Newsletter,1375,0.028,Jeff Hay,1,
false,104,Monthly Newsletter,1375,0.03,Anne Weiler,2,
false,104,Monthly Newsletter,1625,0.03,Anne Weiler,1,
false,104,Monthly Newsletter,1750,0.028,David So,3,
false,104,Monthly Newsletter,1750,0.028,Eric Gruber,1,
false,104,Monthly Newsletter,1750,0.03,Anne Weiler,2,
false,104,Monthly Newsletter,1750,0.026,Anne Weiler,1,
false,106,(Blank),3250,0.033,Eric Gruber,1,
false,106,(Blank),3250,0.033,Alan Steiner,1,
false,106,(Blank),3250,0.013,Alicia Thomber,2,"2,86,88"
false,106,(Blank),3250,0.013,Spencer Low,2,"2,88,90"
false,106,(Blank),3250,0.032,Greg Winston,3,"3,38,41"
false,106,(Blank),3250,0.002,Greg Winston,1,
false,106,(Blank),3500,0.033,Eric Gruber,2,"2,90,92"
false,106,(Blank),3500,0.033,Alan Steiner,2,"2,92,94"
false,106,(Blank),3500,0.013,Alicia Thomber,2,"2,94,96"
false,106,(Blank),3500,0.013,Spencer Low,1,
false,106,(Blank),3500,0.032,Greg Winston,3,"3,41,44"
false,106,(Blank),3125,0.033,Eric Gruber,3,"3,44,47"
false,106,(Blank),3125,0.033,Alan Steiner,1,
false,106,(Blank),3125,0.013,Alicia Thomber,1,
false,106,(Blank),3125,0.032,Greg Winston,1,
false,106,(Blank),3125,0.012,Renee Lo,1,
false,106,(Blank),3125,0.001,Sanjay Shah,1,
false,106,(Blank),3375,0.033,Eric Gruber,2,"2,96,98"
false,106,(Blank),3375,0.033,Alan Steiner,1,
false,106,(Blank),3375,0.013,Alicia Thomber,2,"2,98,100"
false,106,(Blank),3375,0.032,Greg Winston,2,"2,100,102"
false,106,(Blank),3375,0.012,Renee Lo,1,
false,106,(Blank),3375,0.002,Greg Winston,1,
false,106,(Blank),3625,0.033,Eric Gruber,2,"2,102,104"
false,106,(Blank),3625,0.013,Alicia Thomber,1,
false,106,(Blank),3625,0.032,Greg Winston,7,"7,0,7"
false,106,(Blank),3625,0.012,Renee Lo,2,"2,104,106"
false,106,(Blank),3625,0.002,Greg Winston,1,
false,106,(Blank),4125,0.033,Eric Gruber,2,"2,106,108"
false,106,(Blank),4125,0.013,Alicia Thomber,1,
false,106,(Blank),4125,0.032,Greg Winston,1,
false,106,(Blank),3875,0.033,Eric Gruber,2,"2,108,110"
false,106,(Blank),3875,0.013,Alicia Thomber,2,"2,110,112"
false,106,(Blank),3875,0.013,Spencer Low,1,
false,106,(Blank),3875,0.032,Greg Winston,2,"2,112,114"
false,106,(Blank),4250,0.033,Eric Gruber,1,
false,106,(Blank),4250,0.013,Alicia Thomber,4,"4,22,26"
false,106,(Blank),4250,0.032,Greg Winston,1,
false,106,(Blank),4250,0.012,Renee Lo,1,
false,106,(Blank),3750,0.013,Alicia Thomber,3,"3,47,50"
false,106,(Blank),3750,0.013,Spencer Low,2,"2,114,116"
false,106,(Blank),3750,0.032,Greg Winston,3,"3,50,53"
false,106,(Blank),4000,0.033,Eric Gruber,3,"3,53,56"
false,106,(Blank),4000,0.013,Alicia Thomber,3,"3,56,59"
false,106,(Blank),4000,0.032,Greg Winston,1,
false,106,(Blank),4500,0.013,Alicia Thomber,1,
false,106,(Blank),4500,0.032,Greg Winston,2,"2,116,118"
false,106,(Blank),4625,0.033,Alan Steiner,4,"4,26,30"
false,106,(Blank),4625,0.013,Alicia Thomber,1,
false,106,(Blank),4625,0.032,Greg Winston,3,"3,59,62"
false,106,(Blank),4750,0.033,Eric Gruber,1,
false,106,(Blank),4750,0.033,Alan Steiner,1,
false,106,(Blank),4750,0.013,Spencer Low,1,
false,106,(Blank),4750,0.032,Greg Winston,4,"4,30,34"
false,106,(Blank),4750,0.012,Renee Lo,1,
false,106,(Blank),4875,0.033,Eric Gruber,1,
false,106,(Blank),4875,0.013,Alicia Thomber,1,
false,106,(Blank),4875,0.032,Greg Winston,2,"2,118,120"
false,106,(Blank),4375,0.033,Eric Gruber,1,
false,106,(Blank),4375,0.033,Alan Steiner,3,"3,62,65"
false,106,(Blank),4375,0.032,Greg Winston,3,"3,65,68"
false,106,(Blank),4375,0.012,Renee Lo,1,
false,106,(Blank),1500,0.002,Greg Winston,1,
false,106,(Blank),1500,0.023,David So,3,"3,68,71"
false,106,(Blank),1500,0.023,Jeff Hay,1,
false,106,(Blank),1500,0.022,Anne Weiler,1,
false,106,(Blank),1250,0.002,Greg Winston,1,
false,106,(Blank),1250,0.023,David So,5,"5,7,12"
false,106,(Blank),1250,0.021,Anne Weiler,1,
false,106,(Blank),1375,0.023,David So,1,
false,106,(Blank),1375,0.025,Anne Weiler,1,
false,106,(Blank),1375,0.021,Anne Weiler,1,
false,106,(Blank),1625,0.023,David So,2,"2,120,122"
false,106,(Blank),1625,0.023,Jeff Hay,2,"2,122,124"
false,106,(Blank),1750,0.023,David So,1,
false,106,(Blank),1750,0.022,Anne Weiler,1,
false,106,(Blank),3000,0.032,Greg Winston,1,
false,106,(Blank),2750,0.033,Eric Gruber,1,
false,106,(Blank),2750,0.013,Alicia Thomber,1,
false,106,(Blank),2875,0.033,Eric Gruber,1,
false,106,(Blank),2875,0.032,Greg Winston,4,"4,34,38"
false,106,(Blank),2875,0.012,Renee Lo,1,
false,106,(Blank),1000,0.033,Eric Gruber,1,
false,106,(Blank),1000,0.033,Alan Steiner,2,"2,124,126"
false,106,(Blank),1000,0.032,Greg Winston,3,"3,71,74"
false,106,(Blank),625,0.033,Eric Gruber,3,"3,74,77"
false,106,(Blank),625,0.032,Greg Winston,1,
false,106,(Blank),1125,0.033,Eric Gruber,1,
false,106,(Blank),1125,0.032,Greg Winston,1,
false,106,(Blank),2625,0.012,Renee Lo,1,
false,106,(Blank),875,0.032,Greg Winston,1,
false,106,(Blank),750,0.033,Eric Gruber,2,"2,126,128"
false,106,(Blank),750,0.033,Alan Steiner,1,
false,106,(Blank),750,0.003,Alan Steiner,1,
false,106,(Blank),250,0.033,Eric Gruber,1,
false,106,(Blank),250,0.032,Greg Winston,3,"3,77,80"
false,106,(Blank),375,0.033,Eric Gruber,2,"2,128,130"
false,106,(Blank),375,0.032,Greg Winston,2,"2,130,132"
false,106,(Blank),500,0.033,Eric Gruber,1,
false,106,(Blank),500,0.032,Greg Winston,2,"2,132,134"
false,106,(Blank),125,0.033,Eric Gruber,2,"2,134,136"
false,106,(Blank),5625,0.032,Greg Winston,1,
false,106,(Blank),5375,0.032,Greg Winston,1,
false,106,(Blank),5750,0.033,Eric Gruber,1,
false,106,(Blank),6000,0.033,Eric Gruber,1,
false,106,(Blank),5875,0.032,Greg Winston,1,
false,106,(Blank),5500,0.033,Alan Steiner,1,
false,106,Monthly Newsletter,3500,0.038,Eric Gruber,1,
false,106,Monthly Newsletter,3500,0.038,Alan Steiner,1,
false,106,Monthly Newsletter,3875,0.037,Greg Winston,2,"2,136,138"
false,106,Monthly Newsletter,4250,0.038,Eric Gruber,1,
false,106,Monthly Newsletter,4250,0.018,Alicia Thomber,1,
false,106,Monthly Newsletter,3750,0.038,Eric Gruber,1,
false,106,Monthly Newsletter,3750,0.037,Greg Winston,1,
false,106,Monthly Newsletter,4000,0.038,Alan Steiner,1,
false,106,Monthly Newsletter,4000,0.018,Alicia Thomber,1,
false,106,Monthly Newsletter,4500,0.018,Alicia Thomber,1,
false,106,Monthly Newsletter,1500,0.028,David So,5,"5,12,17"
false,106,Monthly Newsletter,1500,0.027,Anne Weiler,1,
false,106,Monthly Newsletter,1500,0.026,Anne Weiler,3,"3,80,83"
false,106,Monthly Newsletter,1250,0.028,David So,1,
false,106,Monthly Newsletter,1250,0.028,Jeff Hay,2,
false,106,Monthly Newsletter,1375,0.03,Anne Weiler,1,
false,106,Monthly Newsletter,1625,0.028,David So,5,"5,17,22"
false,106,Monthly Newsletter,1625,0.028,Jeff Hay,3,"3,83,86"
false,108,(Blank),3250,0.013,David So,1,"1,66,67"
false,108,(Blank),3250,0.013,Eric Gruber,1,"1,67,68"
false,108,(Blank),3250,0.012,Greg Winston,3,"3,5,8"
false,108,(Blank),3250,0.003,Molly Clark,1,"1,68,69"
false,108,(Blank),3500,0.013,David So,1,"1,69,70"
false,108,(Blank),3500,0.013,Eric Gruber,1,"1,70,71"
false,108,(Blank),3500,0.012,Anne Weiler,1,"1,71,72"
false,108,(Blank),3500,0.012,Greg Winston,2,"2,26,28"
false,108,(Blank),3500,0.012,Sanjay Shah,1,"1,72,73"
false,108,(Blank),3500,0.003,Molly Clark,2,"2,28,30"
false,108,(Blank),3500,0.003,Alan Steiner,1,"1,73,74"
false,108,(Blank),3125,0.013,David So,1,"1,74,75"
false,108,(Blank),3125,0.013,Eric Gruber,1,"1,75,76"
false,108,(Blank),3125,0.012,Greg Winston,1,"1,76,77"
false,108,(Blank),3125,0.015,Alan Steiner,1,"1,77,78"
false,108,(Blank),3125,0.003,David So,1,"1,78,79"
false,108,(Blank),3125,0.002,Greg Winston,1,"1,79,80"
false,108,(Blank),3375,0.012,Greg Winston,1,"1,80,81"
false,108,(Blank),3375,0.003,David So,1,"1,81,82"
false,108,(Blank),3375,0.003,Eric Gruber,1,"1,82,83"
false,108,(Blank),3625,0.003,David So,1,"1,83,84"
false,108,(Blank),3625,0.005,Molly Clark,1,"1,84,85"
false,108,(Blank),3625,0.005,Anne Weiler,1,"1,85,86"
false,108,(Blank),4125,0.012,Greg Winston,2,"2,30,32"
false,108,(Blank),4125,0.015,Alan Steiner,1,"1,86,87"
false,108,(Blank),4125,0.015,Anne Weiler,1,"1,87,88"
false,108,(Blank),3875,0.013,Eric Gruber,1,
false,108,(Blank),3875,0.013,Jeff Hay,1,
false,108,(Blank),3875,0.012,Greg Winston,2,"2,32,34"
false,108,(Blank),4250,0.012,Anne Weiler,2,"2,34,36"
false,108,(Blank),4250,0.012,Greg Winston,5,"5,0,5"
false,108,(Blank),3750,0.013,David So,3,"3,8,11"
false,108,(Blank),3750,0.012,Anne Weiler,1,
false,108,(Blank),3750,0.012,Greg Winston,1,
false,108,(Blank),4000,0.013,Eric Gruber,2,"2,36,38"
false,108,(Blank),4000,0.012,Greg Winston,1,
false,108,(Blank),4000,0.012,Sanjay Shah,1,
false,108,(Blank),4000,0.015,Alan Steiner,1,
false,108,(Blank),4500,0.013,Eric Gruber,1,
false,108,(Blank),4500,0.012,Greg Winston,1,
false,108,(Blank),4625,0.013,Eric Gruber,1,
false,108,(Blank),4625,0.012,Greg Winston,1,
false,108,(Blank),4750,0.013,Eric Gruber,1,
false,108,(Blank),4750,0.012,Greg Winston,1,
false,108,(Blank),4875,0.013,David So,1,
false,108,(Blank),4875,0.013,Eric Gruber,2,"2,38,40"
false,108,(Blank),4875,0.013,Jeff Hay,1,
false,108,(Blank),4875,0.015,Alan Steiner,1,
false,108,(Blank),4375,0.012,Greg Winston,1,
false,108,(Blank),1500,0.003,Molly Clark,1,
false,108,(Blank),1500,0.023,Alan Steiner,1,
false,108,(Blank),1500,0.022,Greg Winston,3,"3,11,14"
false,108,(Blank),1500,0.022,Sanjay Shah,2,"2,40,42"
false,108,(Blank),1500,0.025,Alan Steiner,1,
false,108,(Blank),1500,0.021,Sanjay Shah,1,
false,108,(Blank),1250,0.003,Molly Clark,1,
false,108,(Blank),1250,0.003,Alan Steiner,1,
false,108,(Blank),1250,0.002,Greg Winston,1,
false,108,(Blank),1250,0.022,Greg Winston,3,"3,14,17"
false,108,(Blank),1250,0.025,Alan Steiner,1,
false,108,(Blank),1375,0.003,Molly Clark,2,"2,42,44"
false,108,(Blank),1375,0.023,Alan Steiner,1,
false,108,(Blank),1375,0.022,Greg Winston,3,"3,17,20"
false,108,(Blank),1375,0.021,Sanjay Shah,2,"2,44,46"
false,108,(Blank),1625,0.003,Molly Clark,1,
false,108,(Blank),1625,0.003,Eric Gruber,1,
