Opportunities.Value,Opportunities.Campaign Name,Opportunities.Budget,Opportunities.Discount,Opportunities.Opportunity Owner Name,CountNonNull(Opportunities.Status),
"$2,200",(Blank),"$2,750",0.3%,Molly Clark,3,NaN
"$2,200",(Blank),"$2,750",0.3%,Spencer Low,3,NaN
"$2,200",(Blank),"$2,750",0.5%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",0.5%,Alan Steiner,2,NaN
"$2,200",(Blank),"$2,750",3.7%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",3.7%,Sanjay Shah,2,NaN
"$2,200",(Blank),"$2,750",3.7%,Greg Winston,3,NaN
"$2,200",(Blank),"$2,750",3.7%,Renee Lo,2,NaN
"$2,200",(Blank),"$2,750",3.8%,Alan Steiner,3,NaN
"$2,200",(Blank),"$2,750",3.8%,Alicia Thomber,3,NaN
"$2,200",(Blank),"$2,750",3.8%,David So,3,NaN
"$2,200",(Blank),"$2,750",3.8%,Eric Gruber,2,NaN
"$2,200",(Blank),"$2,750",3.8%,Jeff Hay,1,NaN
"$2,200",(Blank),"$2,750",3.8%,Julian Isla,1,NaN
"$2,200",(Blank),"$2,750",3.8%,Molly Clark,8,NaN
"$2,200",(Blank),"$2,750",3.8%,Spencer Low,3,NaN
"$2,200",(Blank),"$2,750",4.0%,Anne Weiler,6,NaN
"$2,200",(Blank),"$2,750",4.0%,Alan Steiner,4,NaN
"$2,200",(Blank),"$2,750",3.6%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",6.1%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",6.2%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",6.2%,Sanjay Shah,1,NaN
"$2,200",(Blank),"$2,750",6.2%,Greg Winston,11,NaN
"$2,200",(Blank),"$2,750",6.2%,Renee Lo,2,NaN
"$2,200",(Blank),"$2,750",6.3%,Alicia Thomber,4,NaN
"$2,200",(Blank),"$2,750",6.3%,David So,7,NaN
"$2,200",(Blank),"$2,750",6.3%,Eric Gruber,2,NaN
"$2,200",(Blank),"$2,750",6.3%,Julian Isla,2,NaN
"$2,200",(Blank),"$2,750",6.3%,Molly Clark,3,NaN
"$2,200",(Blank),"$2,750",6.3%,Spencer Low,3,NaN
"$2,200",(Blank),"$2,750",6.5%,Anne Weiler,3,NaN
"$2,200",(Blank),"$2,750",6.5%,Renee Lo,1,NaN
"$2,200",(Blank),"$2,750",6.5%,Alan Steiner,8,NaN
"$2,200",(Blank),"$2,750",1.1%,Sanjay Shah,1,NaN
"$2,200",(Blank),"$2,750",1.2%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",1.2%,Sanjay Shah,3,NaN
"$2,200",(Blank),"$2,750",1.2%,Greg Winston,15,NaN
"$2,200",(Blank),"$2,750",1.2%,Renee Lo,8,NaN
"$2,200",(Blank),"$2,750",1.3%,Anne Weiler,1,NaN
"$2,200",(Blank),"$2,750",1.3%,Alan Steiner,4,NaN
"$2,200",(Blank),"$2,750",1.3%,Alicia Thomber,9,NaN
"$2,200",(Blank),"$2,750",1.3%,David So,13,NaN
"$2,200",(Blank),"$2,750",1.3%,Eric Gruber,6,NaN
"$2,200",(Blank),"$2,750",1.3%,Jeff Hay,1,NaN
"$2,200",(Blank),"$2,750",1.3%,Julian Isla,3,NaN
"$2,200",(Blank),"$2,750",1.3%,Molly Clark,12,NaN
"$2,200",(Blank),"$2,750",1.3%,Spencer Low,3,NaN
"$2,200",(Blank),"$2,750",1.5%,Anne Weiler,7,NaN
"$2,200",(Blank),"$2,750",1.5%,Renee Lo,3,NaN
"$2,200",(Blank),"$2,750",1.5%,Alan Steiner,6,NaN
"$2,200",(Blank),"$2,750",1.5%,Molly Clark,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",5.3%,David So,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",5.3%,Julian Isla,2,NaN
"$2,200",Consumer Tradeshow,"$2,750",5.3%,Molly Clark,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",5.2%,Greg Winston,2,NaN
"$2,200",Consumer Tradeshow,"$2,750",7.7%,Anne Weiler,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",7.8%,Alan Steiner,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",5.1%,Sanjay Shah,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",4.8%,Eric Gruber,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",4.8%,Molly Clark,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",2.8%,Molly Clark,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",3.0%,Alan Steiner,1,NaN
"$2,200",Consumer Tradeshow,"$2,750",5.0%,Anne Weiler,1,NaN
"$2,200",Customer Care Campaign,"$2,750",3.7%,Sanjay Shah,1,NaN
"$2,200",Customer Care Campaign,"$2,750",3.7%,Greg Winston,7,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Anne Weiler,1,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Alan Steiner,1,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Alicia Thomber,5,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,David So,7,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Jeff Hay,1,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Julian Isla,1,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Molly Clark,4,NaN
"$2,200",Customer Care Campaign,"$2,750",3.8%,Spencer Low,1,NaN
"$2,200",Customer Care Campaign,"$2,750",4.0%,Anne Weiler,3,NaN
"$2,200",Customer Care Campaign,"$2,750",4.0%,Renee Lo,1,NaN
"$2,200",Customer Care Campaign,"$2,750",4.0%,Molly Clark,1,NaN
"$2,200",Customer Care Campaign,"$2,750",6.2%,Greg Winston,1,NaN
"$2,200",Customer Care Campaign,"$2,750",2.8%,Alan Steiner,1,NaN
"$2,200",Customer Care Campaign,"$2,750",2.8%,Jeff Hay,1,NaN
"$2,200",Customer Care Campaign,"$2,750",2.8%,Spencer Low,1,NaN
"$2,200",Customer Care Campaign,"$2,750",8.8%,David So,1,NaN
"$2,300",(Blank),"$2,875",3.1%,Anne Weiler,1,NaN
"$2,300",(Blank),"$2,875",3.1%,Sanjay Shah,1,NaN
"$2,300",(Blank),"$2,875",3.2%,Sanjay Shah,2,NaN
"$2,300",(Blank),"$2,875",3.2%,Greg Winston,7,NaN
"$2,300",(Blank),"$2,875",3.3%,Alan Steiner,3,NaN
"$2,300",(Blank),"$2,875",3.3%,Alicia Thomber,3,NaN
"$2,300",(Blank),"$2,875",3.3%,David So,6,NaN
"$2,300",(Blank),"$2,875",3.3%,Eric Gruber,3,NaN
"$2,300",(Blank),"$2,875",3.3%,Jeff Hay,2,NaN
"$2,300",(Blank),"$2,875",3.3%,Julian Isla,2,NaN
"$2,300",(Blank),"$2,875",3.3%,Molly Clark,9,NaN
"$2,300",(Blank),"$2,875",3.3%,Spencer Low,4,NaN
"$2,300",(Blank),"$2,875",3.5%,Anne Weiler,3,NaN
"$2,300",(Blank),"$2,875",3.5%,Renee Lo,1,NaN
"$2,300",(Blank),"$2,875",0.2%,Anne Weiler,1,NaN
"$2,300",(Blank),"$2,875",0.2%,Sanjay Shah,1,NaN
"$2,300",(Blank),"$2,875",0.2%,Greg Winston,3,NaN
"$2,300",(Blank),"$2,875",0.2%,Renee Lo,1,NaN
"$2,300",(Blank),"$2,875",0.3%,Alicia Thomber,2,NaN
"$2,300",(Blank),"$2,875",0.3%,David So,9,NaN
"$2,300",(Blank),"$2,875",0.3%,Eric Gruber,2,NaN
"$2,300",(Blank),"$2,875",0.3%,Jeff Hay,1,NaN
"$2,300",(Blank),"$2,875",0.3%,Julian Isla,2,NaN
"$2,300",(Blank),"$2,875",0.3%,Molly Clark,5,NaN
"$2,300",(Blank),"$2,875",0.3%,Spencer Low,3,NaN
"$2,300",(Blank),"$2,875",0.5%,Anne Weiler,3,NaN
"$2,300",(Blank),"$2,875",0.5%,Alan Steiner,2,NaN
"$2,300",(Blank),"$2,875",0.5%,Molly Clark,2,NaN
"$2,300",(Blank),"$2,875",3.7%,Greg Winston,6,NaN
"$2,300",(Blank),"$2,875",3.7%,Renee Lo,1,NaN
"$2,300",(Blank),"$2,875",3.8%,Alicia Thomber,8,NaN
"$2,300",(Blank),"$2,875",3.8%,David So,6,NaN
"$2,300",(Blank),"$2,875",3.8%,Eric Gruber,4,NaN
"$2,300",(Blank),"$2,875",3.8%,Jeff Hay,3,NaN
"$2,300",(Blank),"$2,875",3.8%,Julian Isla,4,NaN
"$2,300",(Blank),"$2,875",3.8%,Molly Clark,7,NaN
"$2,300",(Blank),"$2,875",3.8%,Spencer Low,2,NaN
"$2,300",(Blank),"$2,875",4.0%,Anne Weiler,3,NaN
"$2,300",(Blank),"$2,875",4.0%,Renee Lo,2,NaN
"$2,300",(Blank),"$2,875",4.0%,Alan Steiner,2,NaN
"$2,300",(Blank),"$2,875",4.0%,Molly Clark,1,NaN
"$2,300",(Blank),"$2,875",0.1%,Sanjay Shah,1,NaN
"$2,300",(Blank),"$2,875",3.6%,Anne Weiler,1,NaN
"$2,300",(Blank),"$2,875",3.6%,Sanjay Shah,1,NaN
"$2,300",(Blank),"$2,875",6.2%,Greg Winston,2,NaN
"$2,300",(Blank),"$2,875",6.3%,Alan Steiner,2,NaN
"$2,300",(Blank),"$2,875",6.3%,David So,9,NaN
"$2,300",(Blank),"$2,875",6.3%,Eric Gruber,6,NaN
"$2,300",(Blank),"$2,875",6.3%,Julian Isla,3,NaN
"$2,300",(Blank),"$2,875",6.3%,Molly Clark,1,NaN
"$2,300",(Blank),"$2,875",6.3%,Spencer Low,2,NaN
"$2,300",(Blank),"$2,875",6.5%,Anne Weiler,6,NaN
"$2,300",(Blank),"$2,875",6.5%,Alan Steiner,1,NaN
"$2,300",(Blank),"$2,875",1.2%,Anne Weiler,3,NaN
"$2,300",(Blank),"$2,875",1.2%,Sanjay Shah,3,NaN
"$2,300",(Blank),"$2,875",1.2%,Greg Winston,7,NaN
"$2,300",(Blank),"$2,875",1.2%,Renee Lo,2,NaN
"$2,300",(Blank),"$2,875",1.3%,Alan Steiner,3,NaN
"$2,300",(Blank),"$2,875",1.3%,Alicia Thomber,8,NaN
"$2,300",(Blank),"$2,875",1.3%,David So,12,NaN
"$2,300",(Blank),"$2,875",1.3%,Eric Gruber,9,NaN
"$2,300",(Blank),"$2,875",1.3%,Jeff Hay,8,NaN
"$2,300",(Blank),"$2,875",1.3%,Julian Isla,1,NaN
"$2,300",(Blank),"$2,875",1.3%,Molly Clark,13,NaN
"$2,300",(Blank),"$2,875",1.3%,Spencer Low,8,NaN
"$2,300",(Blank),"$2,875",1.5%,Anne Weiler,7,NaN
"$2,300",(Blank),"$2,875",1.5%,Renee Lo,2,NaN
"$2,300",(Blank),"$2,875",1.5%,Alan Steiner,3,NaN
"$2,300",(Blank),"$2,875",1.5%,Molly Clark,2,NaN
"$2,300",Consumer Tradeshow,"$2,875",5.5%,Renee Lo,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",5.3%,Alan Steiner,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",5.3%,David So,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",5.3%,Molly Clark,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",5.3%,Spencer Low,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",5.2%,Greg Winston,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",7.7%,Sanjay Shah,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",7.8%,Alicia Thomber,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",7.8%,Molly Clark,2,NaN
"$2,300",Consumer Tradeshow,"$2,875",4.8%,David So,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",4.8%,Jeff Hay,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",2.7%,Sanjay Shah,1,NaN
"$2,300",Consumer Tradeshow,"$2,875",2.8%,Jeff Hay,1,NaN
"$2,300",Customer Care Campaign,"$2,875",3.7%,Anne Weiler,1,NaN
"$2,300",Customer Care Campaign,"$2,875",3.7%,Sanjay Shah,1,NaN
"$2,300",Customer Care Campaign,"$2,875",3.7%,Greg Winston,4,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Alan Steiner,1,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Alicia Thomber,2,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,David So,5,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Eric Gruber,1,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Jeff Hay,2,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Julian Isla,1,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Molly Clark,4,NaN
"$2,300",Customer Care Campaign,"$2,875",3.8%,Spencer Low,5,NaN
"$2,300",Customer Care Campaign,"$2,875",4.0%,Anne Weiler,2,NaN
"$2,300",Customer Care Campaign,"$2,875",4.0%,Alan Steiner,1,NaN
"$2,300",Customer Care Campaign,"$2,875",6.3%,Alicia Thomber,1,NaN
"$2,300",Customer Care Campaign,"$2,875",6.3%,David So,1,NaN
"$2,300",Customer Care Campaign,"$2,875",6.5%,Alan Steiner,1,NaN
"$2,300",Customer Care Campaign,"$2,875",2.7%,Sanjay Shah,1,NaN
"$2,300",Customer Care Campaign,"$2,875",2.8%,Alicia Thomber,1,NaN
"$2,300",Customer Care Campaign,"$2,875",9.0%,Alan Steiner,1,NaN
"$2,300",Customer Care Campaign,"$2,875",2.6%,Sanjay Shah,1,NaN
"$2,400",(Blank),"$3,000",3.2%,Anne Weiler,2,NaN
"$2,400",(Blank),"$3,000",3.2%,Greg Winston,8,NaN
"$2,400",(Blank),"$3,000",3.2%,Renee Lo,1,NaN
"$2,400",(Blank),"$3,000",3.3%,Alan Steiner,1,NaN
"$2,400",(Blank),"$3,000",3.3%,Alicia Thomber,4,NaN
"$2,400",(Blank),"$3,000",3.3%,David So,5,NaN
"$2,400",(Blank),"$3,000",3.3%,Eric Gruber,6,NaN
"$2,400",(Blank),"$3,000",3.3%,Jeff Hay,1,NaN
"$2,400",(Blank),"$3,000",3.3%,Julian Isla,1,NaN
"$2,400",(Blank),"$3,000",3.3%,Molly Clark,2,NaN
"$2,400",(Blank),"$3,000",3.3%,Spencer Low,4,NaN
"$2,400",(Blank),"$3,000",3.5%,Anne Weiler,6,NaN
"$2,400",(Blank),"$3,000",3.5%,Alan Steiner,5,NaN
"$2,400",(Blank),"$3,000",3.5%,Molly Clark,2,NaN
"$2,400",(Blank),"$3,000",0.2%,Anne Weiler,2,NaN
"$2,400",(Blank),"$3,000",0.2%,Sanjay Shah,2,NaN
"$2,400",(Blank),"$3,000",0.2%,Greg Winston,4,NaN
"$2,400",(Blank),"$3,000",0.2%,Renee Lo,1,NaN
"$2,400",(Blank),"$3,000",0.3%,Alan Steiner,1,NaN
"$2,400",(Blank),"$3,000",0.3%,Alicia Thomber,4,NaN
"$2,400",(Blank),"$3,000",0.3%,David So,7,NaN
"$2,400",(Blank),"$3,000",0.3%,Eric Gruber,5,NaN
"$2,400",(Blank),"$3,000",0.3%,Jeff Hay,2,NaN
"$2,400",(Blank),"$3,000",0.3%,Julian Isla,2,NaN
"$2,400",(Blank),"$3,000",0.3%,Molly Clark,4,NaN
"$2,400",(Blank),"$3,000",0.3%,Spencer Low,3,NaN
"$2,400",(Blank),"$3,000",0.5%,Anne Weiler,3,NaN
"$2,400",(Blank),"$3,000",0.5%,Alan Steiner,1,NaN
"$2,400",(Blank),"$3,000",3.7%,Anne Weiler,2,NaN
"$2,400",(Blank),"$3,000",3.7%,Greg Winston,9,NaN
"$2,400",(Blank),"$3,000",3.7%,Renee Lo,4,NaN
"$2,400",(Blank),"$3,000",3.8%,Alan Steiner,2,NaN
"$2,400",(Blank),"$3,000",3.8%,Alicia Thomber,10,NaN
"$2,400",(Blank),"$3,000",3.8%,David So,5,NaN
"$2,400",(Blank),"$3,000",3.8%,Eric Gruber,2,NaN
"$2,400",(Blank),"$3,000",3.8%,Jeff Hay,3,NaN
"$2,400",(Blank),"$3,000",3.8%,Julian Isla,2,NaN
"$2,400",(Blank),"$3,000",3.8%,Molly Clark,5,NaN
"$2,400",(Blank),"$3,000",3.8%,Spencer Low,2,NaN
"$2,400",(Blank),"$3,000",4.0%,Anne Weiler,4,NaN
"$2,400",(Blank),"$3,000",4.0%,Renee Lo,2,NaN
"$2,400",(Blank),"$3,000",0.1%,Sanjay Shah,1,NaN
"$2,400",(Blank),"$3,000",6.1%,Anne Weiler,1,NaN
"$2,400",(Blank),"$3,000",6.2%,Anne Weiler,1,NaN
"$2,400",(Blank),"$3,000",6.2%,Greg Winston,3,NaN
"$2,400",(Blank),"$3,000",6.3%,Alicia Thomber,6,NaN
"$2,400",(Blank),"$3,000",6.3%,David So,6,NaN
"$2,400",(Blank),"$3,000",6.3%,Eric Gruber,3,NaN
"$2,400",(Blank),"$3,000",6.3%,Jeff Hay,2,NaN
"$2,400",(Blank),"$3,000",6.3%,Julian Isla,2,NaN
"$2,400",(Blank),"$3,000",6.3%,Molly Clark,2,NaN
"$2,400",(Blank),"$3,000",6.3%,Spencer Low,5,NaN
"$2,400",(Blank),"$3,000",6.5%,Anne Weiler,3,NaN
"$2,400",(Blank),"$3,000",6.5%,Renee Lo,1,NaN
"$2,400",(Blank),"$3,000",6.5%,Alan Steiner,4,NaN
"$2,400",(Blank),"$3,000",6.5%,Molly Clark,1,NaN
"$2,400",(Blank),"$3,000",1.1%,Sanjay Shah,1,NaN
"$2,400",(Blank),"$3,000",1.2%,Anne Weiler,1,NaN
"$2,400",(Blank),"$3,000",1.2%,Sanjay Shah,7,NaN
"$2,400",(Blank),"$3,000",1.2%,Greg Winston,14,NaN
"$2,400",(Blank),"$3,000",1.2%,Renee Lo,1,NaN
"$2,400",(Blank),"$3,000",1.3%,Alan Steiner,2,NaN
"$2,400",(Blank),"$3,000",1.3%,Alicia Thomber,8,NaN
"$2,400",(Blank),"$3,000",1.3%,David So,15,NaN
"$2,400",(Blank),"$3,000",1.3%,Eric Gruber,15,NaN
"$2,400",(Blank),"$3,000",1.3%,Jeff Hay,2,NaN
"$2,400",(Blank),"$3,000",1.3%,Julian Isla,9,NaN
"$2,400",(Blank),"$3,000",1.3%,Molly Clark,14,NaN
"$2,400",(Blank),"$3,000",1.3%,Spencer Low,6,NaN
"$2,400",(Blank),"$3,000",1.5%,Anne Weiler,16,NaN
"$2,400",(Blank),"$3,000",1.5%,Alan Steiner,5,NaN
"$2,400",Consumer Tradeshow,"$3,000",5.5%,Alan Steiner,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",5.3%,David So,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",5.3%,Molly Clark,3,NaN
"$2,400",Consumer Tradeshow,"$3,000",5.3%,Spencer Low,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",5.2%,Greg Winston,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",7.7%,Greg Winston,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",7.8%,Alicia Thomber,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",7.8%,Eric Gruber,2,NaN
"$2,400",Consumer Tradeshow,"$3,000",7.8%,Jeff Hay,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",7.8%,Molly Clark,2,NaN
"$2,400",Consumer Tradeshow,"$3,000",4.8%,David So,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",4.8%,Eric Gruber,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",4.7%,Sanjay Shah,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",2.8%,Alicia Thomber,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",2.8%,David So,2,NaN
"$2,400",Consumer Tradeshow,"$3,000",3.0%,Anne Weiler,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",3.0%,Alan Steiner,1,NaN
"$2,400",Consumer Tradeshow,"$3,000",5.0%,Alan Steiner,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.7%,Anne Weiler,3,NaN
"$2,400",Customer Care Campaign,"$3,000",3.7%,Sanjay Shah,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.7%,Greg Winston,7,NaN
"$2,400",Customer Care Campaign,"$3,000",3.7%,Renee Lo,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Anne Weiler,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Alan Steiner,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Alicia Thomber,5,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,David So,2,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Eric Gruber,5,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Julian Isla,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Molly Clark,3,NaN
"$2,400",Customer Care Campaign,"$3,000",3.8%,Spencer Low,1,NaN
"$2,400",Customer Care Campaign,"$3,000",4.0%,Anne Weiler,2,NaN
"$2,400",Customer Care Campaign,"$3,000",4.0%,Renee Lo,1,NaN
"$2,400",Customer Care Campaign,"$3,000",4.0%,Alan Steiner,2,NaN
"$2,400",Customer Care Campaign,"$3,000",4.0%,Molly Clark,2,NaN
"$2,400",Customer Care Campaign,"$3,000",3.6%,Anne Weiler,1,NaN
"$2,400",Customer Care Campaign,"$3,000",3.6%,Sanjay Shah,2,NaN
"$2,400",Customer Care Campaign,"$3,000",6.3%,Jeff Hay,1,NaN
"$2,400",Customer Care Campaign,"$3,000",2.8%,David So,1,NaN
"$2,400",Customer Care Campaign,"$3,000",2.8%,Julian Isla,1,NaN
"$2,400",Customer Care Campaign,"$3,000",2.8%,Molly Clark,1,NaN
"$2,400",Customer Care Campaign,"$3,000",2.6%,Sanjay Shah,2,NaN
"$2,500",(Blank),"$3,125",3.1%,Anne Weiler,3,NaN
"$2,500",(Blank),"$3,125",3.1%,Sanjay Shah,3,NaN
"$2,500",(Blank),"$3,125",3.2%,Anne Weiler,8,NaN
"$2,500",(Blank),"$3,125",3.2%,Sanjay Shah,9,NaN
"$2,500",(Blank),"$3,125",3.2%,Greg Winston,33,NaN
"$2,500",(Blank),"$3,125",3.2%,Renee Lo,3,NaN
"$2,500",(Blank),"$3,125",3.3%,Alan Steiner,18,NaN
"$2,500",(Blank),"$3,125",3.3%,Alicia Thomber,41,NaN
"$2,500",(Blank),"$3,125",3.3%,David So,47,NaN
"$2,500",(Blank),"$3,125",3.3%,Eric Gruber,26,NaN
"$2,500",(Blank),"$3,125",3.3%,Jeff Hay,13,NaN
"$2,500",(Blank),"$3,125",3.3%,Julian Isla,16,NaN
"$2,500",(Blank),"$3,125",3.3%,Molly Clark,47,NaN
"$2,500",(Blank),"$3,125",3.3%,Spencer Low,23,NaN
"$2,500",(Blank),"$3,125",3.5%,Anne Weiler,26,NaN
"$2,500",(Blank),"$3,125",3.5%,Renee Lo,7,NaN
"$2,500",(Blank),"$3,125",3.5%,Alan Steiner,14,NaN
"$2,500",(Blank),"$3,125",3.5%,Molly Clark,2,NaN
"$2,500",(Blank),"$3,125",0.2%,Sanjay Shah,4,NaN
"$2,500",(Blank),"$3,125",0.2%,Greg Winston,5,NaN
"$2,500",(Blank),"$3,125",0.2%,Renee Lo,1,NaN
"$2,500",(Blank),"$3,125",0.3%,Alan Steiner,1,NaN
"$2,500",(Blank),"$3,125",0.3%,Alicia Thomber,2,NaN
"$2,500",(Blank),"$3,125",0.3%,David So,7,NaN
"$2,500",(Blank),"$3,125",0.3%,Eric Gruber,2,NaN
"$2,500",(Blank),"$3,125",0.3%,Julian Isla,3,NaN
"$2,500",(Blank),"$3,125",0.3%,Molly Clark,3,NaN
"$2,500",(Blank),"$3,125",0.3%,Spencer Low,2,NaN
"$2,500",(Blank),"$3,125",0.5%,Anne Weiler,4,NaN
"$2,500",(Blank),"$3,125",3.7%,Anne Weiler,1,NaN
"$2,500",(Blank),"$3,125",3.7%,Greg Winston,4,NaN
"$2,500",(Blank),"$3,125",3.7%,Renee Lo,1,NaN
"$2,500",(Blank),"$3,125",3.8%,Alan Steiner,1,NaN
"$2,500",(Blank),"$3,125",3.8%,Alicia Thomber,9,NaN
"$2,500",(Blank),"$3,125",3.8%,David So,9,NaN
"$2,500",(Blank),"$3,125",3.8%,Eric Gruber,4,NaN
"$2,500",(Blank),"$3,125",3.8%,Julian Isla,1,NaN
"$2,500",(Blank),"$3,125",3.8%,Molly Clark,6,NaN
"$2,500",(Blank),"$3,125",3.8%,Spencer Low,2,NaN
"$2,500",(Blank),"$3,125",4.0%,Anne Weiler,5,NaN
"$2,500",(Blank),"$3,125",4.0%,Alan Steiner,1,NaN
"$2,500",(Blank),"$3,125",4.0%,Molly Clark,1,NaN
"$2,500",(Blank),"$3,125",0.1%,Anne Weiler,1,NaN
"$2,500",(Blank),"$3,125",0.1%,Sanjay Shah,1,NaN
"$2,500",(Blank),"$3,125",3.6%,Sanjay Shah,1,NaN
"$2,500",(Blank),"$3,125",6.2%,Anne Weiler,1,NaN
"$2,500",(Blank),"$3,125",6.2%,Greg Winston,7,NaN
"$2,500",(Blank),"$3,125",6.3%,Alan Steiner,1,NaN
"$2,500",(Blank),"$3,125",6.3%,Alicia Thomber,3,NaN
"$2,500",(Blank),"$3,125",6.3%,David So,5,NaN
"$2,500",(Blank),"$3,125",6.3%,Eric Gruber,2,NaN
"$2,500",(Blank),"$3,125",6.3%,Jeff Hay,1,NaN
"$2,500",(Blank),"$3,125",6.3%,Julian Isla,2,NaN
"$2,500",(Blank),"$3,125",6.3%,Molly Clark,4,NaN
"$2,500",(Blank),"$3,125",6.3%,Spencer Low,1,NaN
"$2,500",(Blank),"$3,125",6.5%,Anne Weiler,8,NaN
"$2,500",(Blank),"$3,125",6.5%,Alan Steiner,1,NaN
"$2,500",(Blank),"$3,125",1.1%,Anne Weiler,1,NaN
"$2,500",(Blank),"$3,125",1.1%,Sanjay Shah,2,NaN
"$2,500",(Blank),"$3,125",1.2%,Anne Weiler,4,NaN
"$2,500",(Blank),"$3,125",1.2%,Sanjay Shah,9,NaN
"$2,500",(Blank),"$3,125",1.2%,Greg Winston,26,NaN
"$2,500",(Blank),"$3,125",1.2%,Renee Lo,1,NaN
"$2,500",(Blank),"$3,125",1.3%,Anne Weiler,1,NaN
"$2,500",(Blank),"$3,125",1.3%,Alan Steiner,6,NaN
"$2,500",(Blank),"$3,125",1.3%,Alicia Thomber,24,NaN
"$2,500",(Blank),"$3,125",1.3%,David So,33,NaN
"$2,500",(Blank),"$3,125",1.3%,Eric Gruber,16,NaN
"$2,500",(Blank),"$3,125",1.3%,Jeff Hay,4,NaN
"$2,500",(Blank),"$3,125",1.3%,Julian Isla,11,NaN
"$2,500",(Blank),"$3,125",1.3%,Molly Clark,35,NaN
"$2,500",(Blank),"$3,125",1.3%,Spencer Low,13,NaN
"$2,500",(Blank),"$3,125",1.5%,Anne Weiler,16,NaN
"$2,500",(Blank),"$3,125",1.5%,Renee Lo,3,NaN
"$2,500",(Blank),"$3,125",1.5%,Alan Steiner,5,NaN
"$2,500",(Blank),"$3,125",1.5%,Molly Clark,2,NaN
"$2,500",Consumer Tradeshow,"$3,125",5.5%,Alan Steiner,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",5.3%,David So,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",5.3%,Molly Clark,4,NaN
"$2,500",Consumer Tradeshow,"$3,125",7.7%,Sanjay Shah,1,NaN
"$2,500",Consumer Tradeshow,"$3,125",8.0%,Anne Weiler,1,NaN
